Latitude (decimal degrees):	41.662
Longitude (decimal degrees):	-83.612
Elevation (m):	181
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20201022:1630,757.14,36.19,18.34,2.21,0.0
20201022:1730,842.73,37.29,20.61,1.79,0.0
20201022:1830,565.18,34.84,22.64,2.34,0.0
20201022:1930,443.59,29.29,21.18,1.93,0.0
20201022:2030,375.9,21.42,22.29,2.21,0.0
20201022:2130,136.5,11.99,22.44,1.17,0.0
20201022:2230,6.64,1.57,21.44,1.45,0.0
20201022:2330,0.0,0.0,19.95,2.34,0.0
20201023:0030,0.0,0.0,19.49,3.38,0.0
20201023:0130,0.0,0.0,19.52,4.28,0.0
20201023:0230,0.0,0.0,19.33,4.97,0.0
20201023:0330,0.0,0.0,19.1,5.31,0.0
20201023:0430,0.0,0.0,18.85,5.38,0.0
20201023:0530,0.0,0.0,18.65,5.24,0.0
20201023:0630,0.0,0.0,18.48,5.24,0.0
20201023:0730,0.0,0.0,18.63,5.1,0.0
20201023:0830,0.0,0.0,18.55,5.03,0.0
20201023:0930,0.0,0.0,18.42,5.1,0.0
20201023:1030,0.0,0.0,18.39,5.24,0.0
20201023:1130,0.0,0.0,18.31,5.45,0.0
20201023:1230,140.82,5.43,18.13,5.52,0.0
20201023:1330,391.62,15.51,18.58,5.45,0.0
20201023:1430,622.7,24.39,19.96,5.45,0.0
20201023:1530,798.98,31.43,21.54,6.21,0.0
20201023:1630,822.68,35.85,22.85,6.97,0.0
20201023:1730,694.69,36.94,23.65,7.45,0.0
20201023:1830,383.66,34.5,23.92,7.03,0.0
20201023:1930,302.21,28.97,20.74,6.34,0.0
20201023:2030,248.08,21.12,20.93,5.52,0.0
20201023:2130,55.31,11.71,20.05,6.28,0.0
20201023:2230,4.19,1.3,19.53,5.45,0.0
20201023:2330,0.0,0.0,18.15,5.79,0.0
20201024:0030,0.0,0.0,14.34,6.9,0.0
20201024:0130,0.0,0.0,11.47,5.45,0.0
20201024:0230,0.0,0.0,10.57,5.24,0.0
20201024:0330,0.0,0.0,9.76,5.45,0.0
20201024:0430,0.0,0.0,9.02,5.24,0.0
20201024:0530,0.0,0.0,8.66,5.38,0.0
20201024:0630,0.0,0.0,8.29,5.52,0.0
20201024:0730,0.0,0.0,7.79,5.24,0.0
20201024:0830,0.0,0.0,7.4,5.03,0.0
20201024:0930,0.0,0.0,7.08,4.83,0.0
20201024:1030,0.0,0.0,6.69,4.55,0.0
20201024:1130,0.0,0.0,6.25,3.93,0.0
20201024:1230,104.75,5.2,5.7,3.45,0.0
20201024:1330,339.04,15.26,5.65,3.93,0.0
20201024:1430,591.99,24.11,6.16,4.34,0.0
20201024:1530,616.58,31.12,6.93,3.86,0.0
20201024:1630,749.86,35.51,7.62,3.24,0.0
20201024:1730,800.98,36.58,8.34,2.9,0.0
20201024:1830,614.96,34.15,8.93,2.76,0.0
20201024:1930,592.33,28.64,8.28,2.76,0.0
20201024:2030,381.11,20.82,8.45,2.76,0.0
20201024:2130,182.57,11.43,8.37,2.9,0.0
20201024:2230,7.53,1.05,7.87,2.9,0.0
20201024:2330,0.0,0.0,7.18,2.34,0.0
20201025:0030,0.0,0.0,6.69,2.14,0.0
20201025:0130,0.0,0.0,6.31,1.93,0.0
20201025:0230,0.0,0.0,6.05,1.86,0.0
20201025:0330,0.0,0.0,5.81,2.34,0.0
20201025:0430,0.0,0.0,5.89,2.41,0.0
20201025:0530,0.0,0.0,5.66,2.34,0.0
20201025:0630,0.0,0.0,5.49,2.48,0.0
20201025:0730,0.0,0.0,5.94,3.1,0.0
20201025:0830,0.0,0.0,5.89,3.45,0.0
20201025:0930,0.0,0.0,5.98,3.66,0.0
20201025:1030,0.0,0.0,6.15,4.0,0.0
20201025:1130,0.0,0.0,6.22,4.21,0.0
20201025:1230,79.48,4.98,6.15,4.21,0.0
20201025:1330,131.19,15.01,6.61,3.86,0.0
20201025:1430,172.28,23.83,7.43,4.28,0.0
20201025:1530,179.05,30.81,8.23,4.55,0.0
20201025:1630,258.0,35.17,8.88,4.62,0.0
20201025:1730,187.91,36.24,9.5,4.62,0.0
20201025:1830,154.25,33.81,9.68,4.55,0.0
20201025:1930,101.48,28.33,9.72,5.59,0.0
20201025:2030,42.21,20.53,9.48,5.59,0.0
20201025:2130,18.08,11.16,9.2,5.59,0.0
20201025:2230,2.21,0.79,9.0,5.45,0.0
20201025:2330,0.0,0.0,8.92,4.55,0.0
20201026:0030,0.0,0.0,8.89,4.34,0.0
20201026:0130,0.0,0.0,8.93,4.21,0.0
20201026:0230,0.0,0.0,9.08,3.31,0.0
20201026:0330,0.0,0.0,9.04,2.34,0.0
20201026:0430,0.0,0.0,8.97,2.21,0.0
20201026:0530,0.0,0.0,8.82,2.14,0.0
20201026:0630,0.0,0.0,8.68,2.0,0.0
20201026:0730,0.0,0.0,7.99,2.28,0.0
20201026:0830,0.0,0.0,7.88,2.48,0.0
20201026:0930,0.0,0.0,7.66,2.76,0.0
20201026:1030,0.0,0.0,7.51,2.69,0.0
20201026:1130,0.0,0.0,7.35,2.48,0.0
20201026:1230,5.29,4.75,7.23,2.55,0.0
20201026:1330,29.28,14.76,7.15,2.9,0.0
20201026:1430,50.21,23.56,7.15,3.38,0.0
20201026:1530,76.79,30.5,7.16,3.79,0.0
20201026:1630,105.09,34.84,7.29,3.72,0.0
20201026:1730,126.03,35.89,7.56,3.66,0.0
20201026:1830,203.92,33.48,7.84,2.97,0.0
20201026:1930,209.69,28.01,8.59,3.17,0.0
20201026:2030,109.69,20.24,8.91,2.97,0.0
20201026:2130,37.0,10.9,8.72,3.03,0.0
20201026:2230,5.03,0.54,8.22,2.69,0.0
20201026:2330,0.0,0.0,7.7,2.34,0.0
20201027:0030,0.0,0.0,7.32,2.48,0.0
20201027:0130,0.0,0.0,6.89,2.55,0.0
20201027:0230,0.0,0.0,6.52,2.41,0.0
20201027:0330,0.0,0.0,6.26,1.93,0.0
20201027:0430,0.0,0.0,5.94,1.72,0.0
20201027:0530,0.0,0.0,5.61,1.79,0.0
20201027:0630,0.0,0.0,5.35,1.93,0.0
20201027:0730,0.0,0.0,5.72,2.21,0.0
20201027:0830,0.0,0.0,5.75,2.48,0.0
20201027:0930,0.0,0.0,5.7,2.41,0.0
20201027:1030,0.0,0.0,5.68,1.79,0.0
20201027:1130,0.0,0.0,5.72,1.03,0.0
20201027:1230,12.1,4.52,5.75,0.62,0.0
20201027:1330,35.78,14.51,5.81,0.28,0.0
20201027:1430,78.06,23.28,5.98,0.14,0.0
20201027:1530,87.54,30.2,6.29,0.34,0.0
20201027:1630,54.2,34.51,6.49,0.41,0.0
20201027:1730,63.42,35.55,6.49,1.03,0.0
20201027:1830,78.44,33.14,6.46,1.38,0.0
20201027:1930,51.82,27.7,6.22,2.14,0.0
20201027:2030,41.81,19.96,5.91,2.41,0.0
20201027:2130,13.67,10.63,5.63,1.79,0.0
20201027:2230,1.25,0.3,5.31,0.9,0.0
20201027:2330,0.0,0.0,5.36,0.76,0.0
20201028:0030,0.0,0.0,5.39,0.55,0.0
20201028:0130,0.0,0.0,5.45,0.9,0.0
20201028:0230,0.0,0.0,5.45,0.41,0.0
20201028:0330,0.0,0.0,5.65,0.62,0.0
20201028:0430,0.0,0.0,5.71,1.45,0.0
20201028:0530,0.0,0.0,5.73,1.1,0.0
20201028:0630,0.0,0.0,5.82,1.45,0.0
20201028:0730,0.0,0.0,5.81,1.52,0.0
20201028:0830,0.0,0.0,5.94,1.72,0.0
20201028:0930,0.0,0.0,5.84,1.93,0.0
20201028:1030,0.0,0.0,5.86,2.14,0.0
20201028:1130,0.0,0.0,5.6,2.41,0.0
20201028:1230,46.95,4.29,5.56,2.28,0.0
20201028:1330,111.64,14.26,5.74,3.45,0.0
20201028:1430,260.29,23.0,6.04,4.07,0.0
20201028:1530,542.57,29.89,6.64,4.14,0.0
20201028:1630,824.38,34.18,7.84,4.14,0.0
20201028:1730,978.76,35.21,9.35,4.34,0.0
20201028:1830,933.61,32.82,10.55,4.21,0.0
20201028:1930,770.83,27.4,11.17,4.07,0.0
20201028:2030,378.88,19.68,11.63,4.0,0.0
20201028:2130,139.42,10.38,11.45,3.93,0.0
20201028:2230,5.92,0.06,10.69,2.69,0.0
20201028:2330,0.0,0.0,9.47,2.41,0.0
20201029:0030,0.0,0.0,8.88,2.41,0.0
20201029:0130,0.0,0.0,8.45,2.07,0.0
20201029:0230,0.0,0.0,8.05,1.52,0.0
20201029:0330,0.0,0.0,7.62,1.66,0.0
20201029:0430,0.0,0.0,7.11,1.24,0.0
20201029:0530,0.0,0.0,7.9,0.48,0.0
20201029:0630,0.0,0.0,7.74,0.34,0.0
20201029:0730,0.0,0.0,7.21,0.21,0.0
20201029:0830,0.0,0.0,6.3,0.97,0.0
20201029:0930,0.0,0.0,6.48,1.52,0.0
20201029:1030,0.0,0.0,6.55,2.0,0.0
20201029:1130,0.0,0.0,6.34,2.28,0.0
20201029:1230,4.01,4.07,6.2,2.07,0.0
20201029:1330,15.7,14.01,6.29,2.14,0.0
20201029:1430,25.18,22.73,6.42,3.03,0.0
20201029:1530,50.28,29.59,6.44,3.86,0.0
20201029:1630,82.42,33.85,6.61,4.07,0.0
20201029:1730,89.22,34.88,7.17,4.34,0.0
20201029:1830,155.17,32.49,7.69,4.28,0.0
20201029:1930,391.25,27.09,9.55,5.17,0.0
20201029:2030,161.68,19.4,10.57,5.79,0.0
20201029:2130,60.92,10.12,10.54,5.59,0.0
20201029:2230,0.0,-0.18,9.79,5.17,0.0
20201029:2330,0.0,0.0,8.97,5.45,0.0
20201030:0030,0.0,0.0,8.33,5.66,0.0
20201030:0130,0.0,0.0,7.76,6.0,0.0
20201030:0230,0.0,0.0,7.14,6.21,0.0
20201030:0330,0.0,0.0,6.39,6.07,0.0
20201030:0430,0.0,0.0,5.9,5.66,0.0
20201030:0530,0.0,0.0,5.26,5.59,0.0
20201030:0630,0.0,0.0,4.64,5.52,0.0
20201030:0730,0.0,0.0,4.43,5.1,0.0
20201030:0830,0.0,0.0,4.05,4.83,0.0
20201030:0930,0.0,0.0,3.53,4.14,0.0
20201030:1030,0.0,0.0,3.24,3.72,0.0
20201030:1130,0.0,0.0,2.96,3.59,0.0
20201030:1230,79.21,3.84,2.87,3.31,0.0
20201030:1330,224.48,13.76,3.17,3.66,0.0
20201030:1430,359.76,22.45,3.75,4.21,0.0
20201030:1530,582.19,29.29,4.41,4.07,0.0
20201030:1630,496.54,33.53,5.31,4.21,0.0
20201030:1730,219.38,34.55,5.55,4.69,0.0
20201030:1830,235.96,32.17,5.36,4.69,0.0
20201030:1930,178.74,26.8,5.38,4.41,0.0
20201030:2030,118.26,19.13,5.3,4.28,0.0
20201030:2130,90.16,9.88,5.16,4.0,0.0
20201030:2230,0.0,-0.41,4.93,3.52,0.0
20201030:2330,0.0,0.0,4.68,2.55,0.0
20201031:0030,0.0,0.0,4.49,1.93,0.0
20201031:0130,0.0,0.0,4.05,1.72,0.0
20201031:0230,0.0,0.0,3.77,1.72,0.0
20201031:0330,0.0,0.0,3.53,1.72,0.0
20201031:0430,0.0,0.0,3.15,1.72,0.0
20201031:0530,0.0,0.0,3.1,1.52,0.0
20201031:0630,0.0,0.0,2.71,1.52,0.0
20201031:0730,0.0,0.0,2.01,1.52,0.0
20201031:0830,0.0,0.0,1.83,1.52,0.0
20201031:0930,0.0,0.0,1.85,1.66,0.0
20201031:1030,0.0,0.0,1.91,2.0,0.0
20201031:1130,0.0,0.0,1.84,2.34,0.0
20201031:1230,135.35,3.61,1.29,2.69,0.0
20201031:1330,410.95,13.51,1.6,2.76,0.0
20201031:1430,660.52,22.18,3.6,3.52,0.0
20201031:1530,869.56,28.98,5.44,4.48,0.0
20201031:1630,953.25,33.2,7.04,4.76,0.0
20201031:1730,992.63,34.22,8.42,4.9,0.0
20201031:1830,931.2,31.86,9.56,4.9,0.0
20201031:1930,782.22,26.5,10.17,4.97,0.0
20201031:2030,556.97,18.86,10.62,5.24,0.0
20201031:2130,281.64,9.63,10.62,5.24,0.0
20201031:2230,0.0,-0.63,9.8,4.48,0.0
20201031:2330,0.0,0.0,8.62,4.83,0.0
20201101:0030,0.0,0.0,8.07,5.17,0.0
20201101:0130,0.0,0.0,7.85,5.52,0.0
20201101:0230,0.0,0.0,7.86,5.72,0.0
20201101:0330,0.0,0.0,8.04,5.93,0.0
20201101:0430,0.0,0.0,8.33,6.21,0.0
20201101:0530,0.0,0.0,8.63,6.41,0.0
20201101:0630,0.0,0.0,9.07,6.69,0.0
20201101:0730,0.0,0.0,9.58,7.24,0.0
20201101:0830,0.0,0.0,10.02,7.52,0.0
20201101:0930,0.0,0.0,10.38,7.79,0.0
20201101:1030,0.0,0.0,9.75,7.79,0.0
20201101:1130,0.0,0.0,9.18,7.79,0.0
20201101:1230,35.77,3.38,7.94,8.34,0.0
20201101:1330,307.26,13.27,6.11,7.45,0.0
20201101:1430,545.87,21.91,5.78,7.79,0.0
20201101:1530,606.23,28.69,5.6,9.17,0.0
20201101:1630,712.43,32.89,5.14,9.45,0.0
20201101:1730,797.41,33.9,4.85,9.59,0.0
20201101:1830,740.37,31.55,4.52,9.86,0.0
20201101:1930,693.39,26.22,4.48,9.72,0.0
20201101:2030,374.7,18.6,4.47,10.0,0.0
20201101:2130,237.49,9.39,3.93,9.52,0.0
20201101:2230,0.0,-0.85,3.25,8.41,0.0
20201101:2330,0.0,0.0,2.67,8.28,0.0
20201102:0030,0.0,0.0,2.2,8.0,0.0
20201102:0130,0.0,0.0,1.9,7.66,0.0
20201102:0230,0.0,0.0,1.56,7.38,0.0
20201102:0330,0.0,0.0,1.24,6.83,0.0
20201102:0430,0.0,0.0,0.94,6.28,0.0
20201102:0530,0.0,0.0,0.67,6.21,0.0
20201102:0630,0.0,0.0,0.36,5.79,0.0
20201102:0730,0.0,0.0,0.39,5.52,0.0
20201102:0830,0.0,0.0,0.11,4.9,0.0
20201102:0930,0.0,0.0,-0.17,4.48,0.0
20201102:1030,0.0,0.0,-0.29,4.14,0.0
20201102:1130,0.0,0.0,-0.54,3.86,0.0
20201102:1230,149.02,3.16,-0.77,3.79,0.0
20201102:1330,423.69,13.02,-0.47,3.52,0.0
20201102:1430,679.13,21.63,1.14,4.41,0.0
20201102:1530,864.87,28.39,2.83,5.38,0.0
20201102:1630,966.24,32.57,4.28,6.14,0.0
20201102:1730,976.28,33.58,5.56,6.41,0.0
20201102:1830,917.69,31.24,6.61,6.9,0.0
20201102:1930,774.06,25.93,7.53,7.45,0.0
20201102:2030,570.01,18.34,7.87,7.72,0.0
20201102:2130,295.55,9.16,7.79,7.38,0.0
20201102:2230,0.0,-1.07,7.03,6.76,0.0
20201102:2330,0.0,0.0,6.19,7.03,0.0
20201103:0030,0.0,0.0,5.88,7.24,0.0
20201103:0130,0.0,0.0,5.76,7.24,0.0
20201103:0230,0.0,0.0,5.77,7.17,0.0
20201103:0330,0.0,0.0,5.73,6.9,0.0
20201103:0430,0.0,0.0,5.86,6.48,0.0
20201103:0530,0.0,0.0,5.6,6.0,0.0
20201103:0630,0.0,0.0,5.31,5.59,0.0
20201103:0730,0.0,0.0,5.11,5.17,0.0
20201103:0830,0.0,0.0,4.85,4.9,0.0
20201103:0930,0.0,0.0,4.56,4.69,0.0
20201103:1030,0.0,0.0,4.32,4.21,0.0
20201103:1130,0.0,0.0,3.96,3.66,0.0
20201103:1230,127.02,2.93,3.6,3.38,0.0
20201103:1330,393.96,12.77,3.79,3.03,0.0
20201103:1430,643.76,21.36,5.62,3.03,0.0
20201103:1530,814.08,28.1,7.69,3.38,0.0
20201103:1630,931.81,32.26,9.59,3.38,0.0
20201103:1730,956.34,33.26,11.37,3.72,0.0
20201103:1830,903.17,30.94,12.9,4.21,0.0
20201103:1930,762.65,25.65,14.52,4.48,0.0
20201103:2030,548.26,18.09,15.23,4.62,0.0
20201103:2130,277.41,8.93,15.13,4.14,0.0
20201103:2230,0.0,-1.28,13.85,4.0,0.0
20201103:2330,0.0,0.0,12.11,4.07,0.0
20201104:0030,0.0,0.0,11.19,4.28,0.0
20201104:0130,0.0,0.0,10.61,4.55,0.0
20201104:0230,0.0,0.0,10.25,4.9,0.0
20201104:0330,0.0,0.0,9.94,5.1,0.0
20201104:0430,0.0,0.0,9.67,5.17,0.0
20201104:0530,0.0,0.0,9.39,5.1,0.0
20201104:0630,0.0,0.0,9.09,5.03,0.0
20201104:0730,0.0,0.0,9.59,4.76,0.0
20201104:0830,0.0,0.0,9.29,4.62,0.0
20201104:0930,0.0,0.0,8.97,4.55,0.0
20201104:1030,0.0,0.0,8.73,4.55,0.0
20201104:1130,0.0,0.0,8.56,4.62,0.0
20201104:1230,137.23,2.7,8.44,4.69,0.0
20201104:1330,393.14,12.53,8.85,4.9,0.0
20201104:1430,643.87,21.1,10.58,4.83,0.0
20201104:1530,829.83,27.8,12.68,5.72,0.0
20201104:1630,938.79,31.95,14.66,6.14,0.0
20201104:1730,963.95,32.95,16.45,6.21,0.0
20201104:1830,903.88,30.64,17.83,6.34,0.0
20201104:1930,759.66,25.38,19.31,6.41,0.0
20201104:2030,542.41,17.85,19.61,6.14,0.0
20201104:2130,271.02,8.71,19.13,5.72,0.0
20201104:2230,0.0,-1.48,17.8,5.66,0.0
20201104:2330,0.0,0.0,16.36,5.72,0.0
20201105:0030,0.0,0.0,15.43,5.79,0.0
20201105:0130,0.0,0.0,14.74,5.86,0.0
20201105:0230,0.0,0.0,14.26,5.93,0.0
20201105:0330,0.0,0.0,13.94,5.93,0.0
20201105:0430,0.0,0.0,13.64,5.86,0.0
20201105:0530,0.0,0.0,13.37,5.72,0.0
20201105:0630,0.0,0.0,13.07,5.59,0.0
20201105:0730,0.0,0.0,13.38,5.24,0.0
20201105:0830,0.0,0.0,13.09,5.17,0.0
20201105:0930,0.0,0.0,12.83,5.24,0.0
20201105:1030,0.0,0.0,12.56,5.31,0.0
20201105:1130,0.0,0.0,12.19,5.24,0.0
20201105:1230,59.02,2.48,11.86,5.31,0.0
20201105:1330,91.27,12.28,12.23,5.17,0.0
20201105:1430,188.38,20.83,13.07,5.1,0.0
20201105:1530,212.76,27.52,14.1,4.9,0.0
20201105:1630,311.83,31.65,15.12,5.24,0.0
20201105:1730,379.4,32.65,16.07,5.38,0.0
20201105:1830,270.14,30.35,16.82,5.59,0.0
20201105:1930,256.76,25.11,17.45,5.45,0.0
20201105:2030,189.5,17.6,17.6,5.24,0.0
20201105:2130,105.73,8.49,17.33,4.97,0.0
20201105:2230,0.0,-1.68,16.56,4.83,0.0
20201105:2330,0.0,0.0,15.64,4.76,0.0
20201106:0030,0.0,0.0,15.1,4.83,0.0
20201106:0130,0.0,0.0,14.37,4.83,0.0
20201106:0230,0.0,0.0,13.71,4.69,0.0
20201106:0330,0.0,0.0,13.05,4.55,0.0
20201106:0430,0.0,0.0,12.44,4.34,0.0
20201106:0530,0.0,0.0,11.88,4.28,0.0
20201106:0630,0.0,0.0,11.39,4.28,0.0
20201106:0730,0.0,0.0,11.13,4.07,0.0
20201106:0830,0.0,0.0,10.75,4.07,0.0
20201106:0930,0.0,0.0,10.42,4.14,0.0
20201106:1030,0.0,0.0,10.19,4.07,0.0
20201106:1130,0.0,0.0,9.93,3.93,0.0
20201106:1230,11.07,2.25,9.61,3.66,0.0
20201106:1330,383.38,12.04,9.76,3.52,0.0
20201106:1430,635.59,20.56,11.53,3.66,0.0
20201106:1530,823.58,27.23,13.73,4.34,0.0
20201106:1630,933.86,31.35,15.79,4.48,0.0
20201106:1730,958.76,32.34,17.57,4.48,0.0
20201106:1830,896.9,30.06,18.84,4.55,0.0
20201106:1930,743.82,24.85,19.8,4.62,0.0
20201106:2030,523.28,17.37,20.03,4.69,0.0
20201106:2130,256.41,8.28,19.58,3.86,0.0
20201106:2230,0.0,-1.88,18.04,3.52,0.0
20201106:2330,0.0,0.0,16.07,3.59,0.0
20201107:0030,0.0,0.0,14.91,3.66,0.0
20201107:0130,0.0,0.0,14.08,3.79,0.0
20201107:0230,0.0,0.0,13.43,3.93,0.0
20201107:0330,0.0,0.0,12.91,4.0,0.0
20201107:0430,0.0,0.0,12.41,3.93,0.0
20201107:0530,0.0,0.0,11.91,3.79,0.0
20201107:0630,0.0,0.0,11.38,3.66,0.0
20201107:0730,0.0,0.0,11.04,3.38,0.0
20201107:0830,0.0,0.0,10.56,3.38,0.0
20201107:0930,0.0,0.0,10.09,3.38,0.0
20201107:1030,0.0,0.0,9.72,3.45,0.0
20201107:1130,0.0,0.0,9.4,3.45,0.0
20201107:1230,10.58,2.03,9.05,3.31,0.0
20201107:1330,389.11,11.8,9.21,3.17,0.0
20201107:1430,645.4,20.3,11.24,3.1,0.0
20201107:1530,835.07,26.95,13.89,3.66,0.0
20201107:1630,933.99,31.05,16.28,4.0,0.0
20201107:1730,966.93,32.05,18.11,4.21,0.0
20201107:1830,910.31,29.78,19.31,4.28,0.0
20201107:1930,763.45,24.59,20.16,4.14,0.0
20201107:2030,543.01,17.14,20.36,3.93,0.0
20201107:2130,267.22,8.07,19.81,3.03,0.0
20201107:2230,0.0,-2.07,17.99,2.9,0.0
20201107:2330,0.0,0.0,15.67,3.17,0.0
20201108:0030,0.0,0.0,14.38,3.31,0.0
20201108:0130,0.0,0.0,13.52,3.38,0.0
20201108:0230,0.0,0.0,12.87,3.38,0.0
20201108:0330,0.0,0.0,12.37,3.45,0.0
20201108:0430,0.0,0.0,11.9,3.38,0.0
20201108:0530,0.0,0.0,11.43,3.24,0.0
20201108:0630,0.0,0.0,10.96,3.03,0.0
20201108:0730,0.0,0.0,10.2,2.69,0.0
20201108:0830,0.0,0.0,9.61,2.48,0.0
20201108:0930,0.0,0.0,9.09,2.34,0.0
20201108:1030,0.0,0.0,8.66,2.28,0.0
20201108:1130,0.0,0.0,8.36,2.34,0.0
20201108:1230,9.02,1.81,8.16,2.28,0.0
20201108:1330,370.2,11.56,8.39,2.0,0.0
20201108:1430,617.37,20.04,11.18,1.66,0.0
20201108:1530,800.53,26.66,14.6,1.79,0.0
20201108:1630,907.38,30.76,17.51,1.93,0.0
20201108:1730,924.33,31.75,19.78,2.07,0.0
20201108:1830,851.31,29.5,21.31,2.28,0.0
20201108:1930,688.72,24.34,21.93,2.48,0.0
20201108:2030,498.72,16.91,22.03,2.55,0.0
20201108:2130,240.35,7.87,21.33,2.48,0.0
20201108:2230,0.0,-2.25,19.41,2.97,0.0
20201108:2330,0.0,0.0,17.64,3.17,0.0
20201109:0030,0.0,0.0,16.79,3.24,0.0
20201109:0130,0.0,0.0,16.21,3.38,0.0
20201109:0230,0.0,0.0,15.73,3.38,0.0
20201109:0330,0.0,0.0,15.32,3.45,0.0
20201109:0430,0.0,0.0,14.95,3.45,0.0
20201109:0530,0.0,0.0,14.56,3.45,0.0
20201109:0630,0.0,0.0,14.1,3.31,0.0
20201109:0730,0.0,0.0,13.94,3.17,0.0
20201109:0830,0.0,0.0,13.44,2.97,0.0
20201109:0930,0.0,0.0,12.84,2.76,0.0
20201109:1030,0.0,0.0,12.3,2.62,0.0
20201109:1130,0.0,0.0,11.76,2.62,0.0
20201109:1230,8.65,1.58,11.35,2.62,0.0
20201109:1330,361.96,11.32,11.37,2.62,0.0
20201109:1430,614.73,19.78,13.51,2.55,0.0
20201109:1530,798.86,26.39,16.2,3.1,0.0
20201109:1630,903.06,30.47,18.6,3.31,0.0
20201109:1730,925.55,31.47,20.58,3.52,0.0
20201109:1830,858.03,29.23,22.06,3.79,0.0
20201109:1930,676.63,24.09,23.47,3.86,0.0
20201109:2030,491.94,16.69,23.65,3.79,0.0
20201109:2130,230.6,7.67,23.21,3.1,0.0
20201109:2230,0.0,-2.43,21.62,2.97,0.0
20201109:2330,0.0,0.0,19.54,3.45,0.0
20201110:0030,0.0,0.0,18.55,3.93,0.0
20201110:0130,0.0,0.0,17.95,4.41,0.0
20201110:0230,0.0,0.0,17.62,4.83,0.0
20201110:0330,0.0,0.0,17.4,4.83,0.0
20201110:0430,0.0,0.0,17.2,4.69,0.0
20201110:0530,0.0,0.0,17.39,4.69,0.0
20201110:0630,0.0,0.0,17.5,4.62,0.0
20201110:0730,0.0,0.0,17.68,4.07,0.0
20201110:0830,0.0,0.0,17.53,4.0,0.0
20201110:0930,0.0,0.0,17.41,4.07,0.0
20201110:1030,0.0,0.0,17.0,4.14,0.0
20201110:1130,0.0,0.0,16.94,4.14,0.0
20201110:1230,7.29,1.36,17.04,4.14,0.0
20201110:1330,84.26,11.08,17.4,4.34,0.0
20201110:1430,245.49,19.52,18.28,4.69,0.0
20201110:1530,353.02,26.11,19.42,5.17,0.0
20201110:1630,420.16,30.18,20.64,5.52,0.0
20201110:1730,404.67,31.18,21.44,5.72,0.0
20201110:1830,457.02,28.96,22.04,6.21,0.0
20201110:1930,391.86,23.85,23.12,6.76,0.0
20201110:2030,442.32,16.47,23.1,6.41,0.0
20201110:2130,215.46,7.48,22.88,5.93,0.0
20201110:2230,0.0,-2.6,21.82,5.66,0.0
20201110:2330,0.0,0.0,20.92,5.79,0.0
20201111:0030,0.0,0.0,20.56,6.21,0.0
20201111:0130,0.0,0.0,20.64,6.55,0.0
20201111:0230,0.0,0.0,20.86,6.83,0.0
20201111:0330,0.0,0.0,20.65,7.17,0.0
20201111:0430,0.0,0.0,19.87,7.31,0.0
20201111:0530,0.0,0.0,19.19,7.59,0.0
20201111:0630,0.0,0.0,18.59,7.79,0.0
20201111:0730,0.0,0.0,18.18,6.76,0.0
20201111:0830,0.0,0.0,17.58,5.93,0.0
20201111:0930,0.0,0.0,16.14,5.66,0.0
20201111:1030,0.0,0.0,14.48,5.66,0.0
20201111:1130,0.0,0.0,12.87,5.52,0.0
20201111:1230,6.84,1.14,11.2,5.45,0.0
20201111:1330,260.2,10.85,9.58,5.17,0.0
20201111:1430,599.24,19.27,8.81,5.1,0.0
20201111:1530,776.69,25.84,8.91,4.76,0.0
20201111:1630,901.56,29.9,9.52,4.48,0.0
20201111:1730,935.47,30.91,10.3,4.48,0.0
20201111:1830,788.76,28.7,10.94,4.55,0.0
20201111:1930,670.35,23.61,10.74,4.62,0.0
20201111:2030,555.26,16.26,10.61,4.62,0.0
20201111:2130,263.41,7.29,10.03,4.55,0.0
20201111:2230,0.0,-2.77,8.99,3.45,0.0
20201111:2330,0.0,0.0,7.76,3.1,0.0
20201112:0030,0.0,0.0,6.85,3.03,0.0
20201112:0130,0.0,0.0,6.1,2.9,0.0
20201112:0230,0.0,0.0,5.46,2.69,0.0
20201112:0330,0.0,0.0,4.86,2.55,0.0
20201112:0430,0.0,0.0,4.34,2.55,0.0
20201112:0530,0.0,0.0,3.85,2.69,0.0
20201112:0630,0.0,0.0,3.42,2.76,0.0
20201112:0730,0.0,0.0,2.67,2.41,0.0
20201112:0830,0.0,0.0,2.38,2.21,0.0
20201112:0930,0.0,0.0,2.19,2.14,0.0
20201112:1030,0.0,0.0,2.0,2.07,0.0
20201112:1130,0.0,0.0,1.78,1.93,0.0
20201112:1230,7.33,0.92,1.39,1.72,0.0
20201112:1330,384.56,10.61,1.33,1.59,0.0
20201112:1430,650.13,19.02,4.17,1.66,0.0
20201112:1530,844.63,25.57,5.95,2.41,0.0
20201112:1630,957.71,29.62,7.21,2.55,0.0
20201112:1730,985.71,30.63,8.21,2.9,0.0
20201112:1830,918.05,28.44,8.91,3.03,0.0
20201112:1930,769.57,23.38,9.04,2.69,0.0
20201112:2030,532.62,16.06,9.0,2.41,0.0
20201112:2130,260.55,7.11,8.61,2.28,0.0
20201112:2230,0.0,-2.93,7.65,2.14,0.0
20201112:2330,0.0,0.0,6.36,2.41,0.0
20201113:0030,0.0,0.0,5.56,2.48,0.0
