Latitude (decimal degrees):	41.662
Longitude (decimal degrees):	-83.612
Elevation (m):	181
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200117:0830,0.0,0.0,0.0,0.0,-4.96,3.38,0.0
20200117:0930,0.0,0.0,0.0,0.0,-4.9,3.03,0.0
20200117:1030,0.0,0.0,0.0,0.0,-4.94,2.97,0.0
20200117:1130,0.0,0.0,0.0,0.0,-5.25,3.03,0.0
20200117:1230,0.0,0.0,0.0,0.0,-5.44,3.03,0.0
20200117:1330,212.83,38.9,1.66,4.33,-5.59,2.34,0.0
20200117:1430,408.56,106.95,5.97,13.11,-5.09,2.34,0.0
20200117:1530,518.02,160.8,9.53,20.28,-4.08,3.17,0.0
20200117:1630,571.72,204.59,11.89,25.26,-3.21,3.17,0.0
20200117:1730,605.8,221.63,13.0,27.5,-2.43,3.1,0.0
20200117:1830,180.49,218.5,8.63,26.69,-1.76,3.45,0.0
20200117:1930,54.14,187.68,6.68,22.95,-2.38,3.93,0.0
20200117:2030,53.5,128.14,4.57,16.75,-2.3,4.34,0.0
20200117:2130,11.76,54.03,1.86,8.66,-2.22,4.48,0.0
20200117:2230,0.0,0.0,0.0,-0.76,-2.3,4.07,0.0
20200117:2330,0.0,0.0,0.0,0.0,-2.35,3.86,0.0
20200118:0030,0.0,0.0,0.0,0.0,-2.28,3.31,0.0
20200118:0130,0.0,0.0,0.0,0.0,-2.17,3.79,0.0
20200118:0230,0.0,0.0,0.0,0.0,-1.98,3.52,0.0
20200118:0330,0.0,0.0,0.0,0.0,-1.94,3.59,0.0
20200118:0430,0.0,0.0,0.0,0.0,-2.17,3.66,0.0
20200118:0530,0.0,0.0,0.0,0.0,-2.48,3.93,0.0
20200118:0630,0.0,0.0,0.0,0.0,-2.67,4.62,0.0
20200118:0730,0.0,0.0,0.0,0.0,-2.7,6.07,0.0
20200118:0830,0.0,0.0,0.0,0.0,-2.56,6.21,0.0
20200118:0930,0.0,0.0,0.0,0.0,-2.2,5.31,0.0
20200118:1030,0.0,0.0,0.0,0.0,-1.63,5.93,0.0
20200118:1130,0.0,0.0,0.0,0.0,-1.09,6.14,0.0
20200118:1230,0.0,0.0,0.0,0.0,-0.39,6.07,0.0
20200118:1330,0.0,4.39,0.15,4.43,0.47,5.45,0.0
20200118:1430,0.0,30.36,1.04,13.23,0.97,6.07,0.0
20200118:1530,0.0,50.35,1.73,20.43,1.59,7.1,0.0
20200118:1630,0.0,58.28,2.0,25.43,2.4,7.72,0.0
20200118:1730,0.0,59.39,2.04,27.69,3.53,8.21,0.0
20200118:1830,0.0,63.36,2.18,26.9,4.51,8.62,0.0
20200118:1930,33.26,58.91,2.37,23.17,6.1,9.24,0.0
20200118:2030,0.0,32.87,1.13,16.96,6.38,9.38,0.0
20200118:2130,23.92,40.96,1.47,8.87,4.67,9.1,0.0
20200118:2230,0.0,0.0,0.0,-0.56,3.04,8.83,0.0
20200118:2330,0.0,0.0,0.0,0.0,2.11,8.41,0.0
20200119:0030,0.0,0.0,0.0,0.0,1.56,8.0,0.0
20200119:0130,0.0,0.0,0.0,0.0,0.97,8.14,0.0
20200119:0230,0.0,0.0,0.0,0.0,-0.65,9.1,0.0
20200119:0330,0.0,0.0,0.0,0.0,-3.62,9.24,0.0
20200119:0430,0.0,0.0,0.0,0.0,-5.82,8.48,0.0
20200119:0530,0.0,0.0,0.0,0.0,-7.16,8.07,0.0
20200119:0630,0.0,0.0,0.0,0.0,-8.21,7.66,0.0
20200119:0730,0.0,0.0,0.0,0.0,-7.95,7.59,0.0
20200119:0830,0.0,0.0,0.0,0.0,-8.4,7.38,0.0
20200119:0930,0.0,0.0,0.0,0.0,-8.84,7.1,0.0
20200119:1030,0.0,0.0,0.0,0.0,-9.23,6.9,0.0
20200119:1130,0.0,0.0,0.0,0.0,-9.67,6.62,0.0
20200119:1230,0.0,0.0,0.0,0.0,-9.98,6.55,0.0
20200119:1330,195.52,38.36,1.64,4.53,-10.21,6.48,0.0
20200119:1430,403.75,101.66,5.95,13.36,-10.05,7.03,0.0
20200119:1530,589.36,138.06,10.01,20.58,-9.2,7.93,0.0
20200119:1630,677.49,172.14,12.62,25.61,-7.77,8.0,0.0
20200119:1730,457.59,243.69,11.97,27.9,-6.34,7.72,0.0
20200119:1830,624.06,220.3,13.18,27.12,-5.22,7.52,0.0
20200119:1930,372.65,211.59,9.75,23.39,-5.58,6.69,0.0
20200119:2030,189.81,150.65,5.98,17.17,-5.13,6.34,0.0
20200119:2130,77.7,75.95,2.62,9.07,-5.03,6.41,0.0
20200119:2230,0.0,0.0,0.0,-0.36,-5.18,5.59,0.0
20200119:2330,0.0,0.0,0.0,0.0,-5.42,4.14,0.0
20200120:0030,0.0,0.0,0.0,0.0,-5.37,3.38,0.0
20200120:0130,0.0,0.0,0.0,0.0,-5.88,3.52,0.0
20200120:0230,0.0,0.0,0.0,0.0,-6.25,3.66,0.0
20200120:0330,0.0,0.0,0.0,0.0,-7.21,3.66,0.0
20200120:0430,0.0,0.0,0.0,0.0,-8.02,3.59,0.0
20200120:0530,0.0,0.0,0.0,0.0,-8.59,3.45,0.0
20200120:0630,0.0,0.0,0.0,0.0,-9.08,3.31,0.0
20200120:0730,0.0,0.0,0.0,0.0,-9.72,3.31,0.0
20200120:0830,0.0,0.0,0.0,0.0,-10.21,3.17,0.0
20200120:0930,0.0,0.0,0.0,0.0,-10.59,3.03,0.0
20200120:1030,0.0,0.0,0.0,0.0,-10.83,2.97,0.0
20200120:1130,0.0,0.0,0.0,0.0,-11.05,2.9,0.0
20200120:1230,0.0,0.0,0.0,0.0,-11.29,2.83,0.0
20200120:1330,111.77,45.77,1.55,4.64,-11.46,2.83,0.0
20200120:1430,268.36,135.59,5.57,13.49,-11.09,2.83,0.0
20200120:1530,556.84,161.42,10.13,20.74,-10.06,2.9,0.0
20200120:1630,704.66,172.8,13.04,25.8,-8.63,2.76,0.0
20200120:1730,755.25,175.73,14.14,28.11,-7.19,2.62,0.0
20200120:1830,726.71,177.21,13.67,27.34,-6.06,2.48,0.0
20200120:1930,637.79,160.98,11.61,23.61,-5.4,2.21,0.0
20200120:2030,507.41,133.71,8.41,17.39,-5.08,2.21,0.0
20200120:2130,298.12,87.75,3.95,9.29,-5.1,2.21,0.0
20200120:2230,0.0,0.0,0.0,-0.16,-5.7,2.0,0.0
20200120:2330,0.0,0.0,0.0,0.0,-7.25,2.07,0.0
20200121:0030,0.0,0.0,0.0,0.0,-8.56,2.41,0.0
20200121:0130,0.0,0.0,0.0,0.0,-9.29,2.62,0.0
20200121:0230,0.0,0.0,0.0,0.0,-10.0,2.41,0.0
20200121:0330,0.0,0.0,0.0,0.0,-10.3,1.86,0.0
20200121:0430,0.0,0.0,0.0,0.0,-8.46,1.45,0.0
20200121:0530,0.0,0.0,0.0,0.0,-8.84,1.52,0.0
20200121:0630,0.0,0.0,0.0,0.0,-10.15,1.72,0.0
20200121:0730,0.0,0.0,0.0,0.0,-9.77,1.93,0.0
20200121:0830,0.0,0.0,0.0,0.0,-8.9,2.07,0.0
20200121:0930,0.0,0.0,0.0,0.0,-8.48,2.07,0.0
20200121:1030,0.0,0.0,0.0,0.0,-8.89,2.14,0.0
20200121:1130,0.0,0.0,0.0,0.0,-9.52,2.21,0.0
20200121:1230,0.0,0.0,0.0,0.0,-10.28,2.28,0.0
20200121:1330,193.48,42.94,1.77,4.76,-11.22,2.07,0.0
20200121:1430,407.95,112.49,6.28,13.63,-9.99,1.79,0.0
20200121:1530,593.08,148.77,10.37,20.91,-9.16,1.93,0.0
20200121:1630,506.67,196.71,11.26,25.99,-5.47,2.62,0.0
20200121:1730,581.86,214.47,12.84,28.32,-3.93,2.97,0.0
20200121:1830,510.75,240.92,12.48,27.57,-3.1,3.17,0.0
20200121:1930,351.44,230.81,10.1,23.84,-2.22,3.03,0.0
20200121:2030,226.69,171.52,6.81,17.62,-1.78,3.24,0.0
20200121:2130,174.83,92.91,3.43,9.5,-1.68,3.31,0.0
20200121:2230,0.0,5.82,0.22,0.04,-2.0,2.76,0.0
20200121:2330,0.0,0.0,0.0,0.0,-3.11,2.55,0.0
20200122:0030,0.0,0.0,0.0,0.0,-3.7,2.48,0.0
20200122:0130,0.0,0.0,0.0,0.0,-4.21,2.69,0.0
20200122:0230,0.0,0.0,0.0,0.0,-4.48,2.76,0.0
20200122:0330,0.0,0.0,0.0,0.0,-4.83,2.83,0.0
20200122:0430,0.0,0.0,0.0,0.0,-5.37,2.97,0.0
20200122:0530,0.0,0.0,0.0,0.0,-5.75,3.17,0.0
20200122:0630,0.0,0.0,0.0,0.0,-5.97,3.38,0.0
20200122:0730,0.0,0.0,0.0,0.0,-6.45,3.52,0.0
20200122:0830,0.0,0.0,0.0,0.0,-6.56,3.52,0.0
20200122:0930,0.0,0.0,0.0,0.0,-6.68,3.52,0.0
20200122:1030,0.0,0.0,0.0,0.0,-6.72,3.72,0.0
20200122:1130,0.0,0.0,0.0,0.0,-6.79,3.72,0.0
20200122:1230,0.0,0.0,0.0,0.0,-6.83,3.79,0.0
20200122:1330,118.46,48.28,1.65,4.88,-6.91,3.79,0.0
20200122:1430,265.27,136.42,5.66,13.77,-6.21,3.72,0.0
20200122:1530,450.81,187.97,9.68,21.08,-4.62,4.41,0.0
20200122:1630,426.66,236.64,11.33,26.19,-2.89,4.97,0.0
20200122:1730,547.69,252.6,13.32,28.54,-1.35,5.31,0.0
20200122:1830,159.88,264.82,9.93,27.8,0.05,5.24,0.0
20200122:1930,200.14,232.84,8.99,24.08,0.42,4.76,0.0
20200122:2030,94.48,159.28,5.77,17.85,1.05,4.62,0.0
20200122:2130,30.48,81.75,2.78,9.72,1.01,3.79,0.0
20200122:2230,0.0,8.3,0.31,0.25,0.47,3.38,0.0
20200122:2330,0.0,0.0,0.0,0.0,-0.94,3.31,0.0
20200123:0030,0.0,0.0,0.0,0.0,-1.73,3.38,0.0
20200123:0130,0.0,0.0,0.0,0.0,-2.16,3.45,0.0
20200123:0230,0.0,0.0,0.0,0.0,-2.34,3.45,0.0
20200123:0330,0.0,0.0,0.0,0.0,-2.32,3.45,0.0
20200123:0430,0.0,0.0,0.0,0.0,-2.32,3.45,0.0
20200123:0530,0.0,0.0,0.0,0.0,-2.22,3.38,0.0
20200123:0630,0.0,0.0,0.0,0.0,-2.11,3.17,0.0
20200123:0730,0.0,0.0,0.0,0.0,-1.99,2.83,0.0
20200123:0830,0.0,0.0,0.0,0.0,-1.93,2.69,0.0
20200123:0930,0.0,0.0,0.0,0.0,-1.82,2.55,0.0
20200123:1030,0.0,0.0,0.0,0.0,-1.91,2.34,0.0
20200123:1130,0.0,0.0,0.0,0.0,-2.06,2.28,0.0
20200123:1230,0.0,0.0,0.0,0.0,-2.21,2.28,0.0
20200123:1330,4.45,31.39,1.08,5.01,-2.31,2.28,0.0
20200123:1430,35.59,110.92,3.88,13.93,-1.72,2.14,0.0
20200123:1530,195.33,195.77,7.7,21.26,-0.08,2.28,0.0
20200123:1630,510.1,211.54,11.73,26.4,2.09,2.76,0.0
20200123:1730,733.48,188.94,14.35,28.77,3.85,2.83,0.0
20200123:1830,109.78,210.04,7.97,28.04,5.14,2.62,0.0
20200123:1930,125.59,156.36,6.31,24.32,5.19,2.21,0.0
20200123:2030,125.02,118.26,4.82,18.08,6.1,1.93,0.0
20200123:2130,22.3,60.84,2.13,9.94,5.6,2.07,0.0
20200123:2230,0.0,6.83,0.26,0.46,4.36,2.62,0.0
20200123:2330,0.0,0.0,0.0,0.0,2.84,2.83,0.0
20200124:0030,0.0,0.0,0.0,0.0,2.17,2.9,0.0
20200124:0130,0.0,0.0,0.0,0.0,1.55,2.83,0.0
20200124:0230,0.0,0.0,0.0,0.0,1.27,2.76,0.0
20200124:0330,0.0,0.0,0.0,0.0,1.36,2.69,0.0
20200124:0430,0.0,0.0,0.0,0.0,1.13,2.62,0.0
20200124:0530,0.0,0.0,0.0,0.0,0.95,2.48,0.0
20200124:0630,0.0,0.0,0.0,0.0,0.53,2.48,0.0
20200124:0730,0.0,0.0,0.0,0.0,0.89,3.52,0.0
20200124:0830,0.0,0.0,0.0,0.0,1.19,4.14,0.0
20200124:0930,0.0,0.0,0.0,0.0,1.45,4.0,0.0
20200124:1030,0.0,0.0,0.0,0.0,1.51,3.86,0.0
20200124:1130,0.0,0.0,0.0,0.0,1.32,4.07,0.0
20200124:1230,0.0,0.0,0.0,0.0,1.45,4.21,0.0
20200124:1330,0.0,5.88,0.2,5.14,1.79,4.07,0.0
20200124:1430,0.0,17.27,0.59,14.08,2.27,3.93,0.0
20200124:1530,0.11,40.13,1.38,21.44,2.82,3.93,0.0
20200124:1630,14.53,74.13,2.71,26.61,3.45,3.66,0.0
20200124:1730,0.0,62.63,2.15,29.0,4.24,3.31,0.0
20200124:1830,0.8,52.24,1.8,28.29,4.65,3.1,0.0
20200124:1930,1.67,43.04,1.5,24.56,5.19,3.1,0.0
20200124:2030,0.0,29.42,1.01,18.31,5.49,2.97,0.0
20200124:2130,0.62,13.16,0.46,10.16,5.69,2.62,0.0
20200124:2230,0.0,1.09,0.04,0.67,5.61,2.28,0.0
20200124:2330,0.0,0.0,0.0,0.0,5.49,2.69,0.0
20200125:0030,0.0,0.0,0.0,0.0,5.69,2.97,0.0
20200125:0130,0.0,0.0,0.0,0.0,5.83,3.38,0.0
20200125:0230,0.0,0.0,0.0,0.0,5.65,3.38,0.0
20200125:0330,0.0,0.0,0.0,0.0,5.38,3.17,0.0
20200125:0430,0.0,0.0,0.0,0.0,4.91,3.03,0.0
20200125:0530,0.0,0.0,0.0,0.0,4.42,3.17,0.0
20200125:0630,0.0,0.0,0.0,0.0,4.02,3.24,0.0
20200125:0730,0.0,0.0,0.0,0.0,3.48,3.24,0.0
20200125:0830,0.0,0.0,0.0,0.0,3.22,3.38,0.0
20200125:0930,0.0,0.0,0.0,0.0,3.0,3.45,0.0
20200125:1030,0.0,0.0,0.0,0.0,2.69,3.52,0.0
20200125:1130,0.0,0.0,0.0,0.0,2.33,3.59,0.0
20200125:1230,0.0,0.0,0.0,-4.76,1.96,3.66,0.0
20200125:1330,27.37,30.62,1.08,5.28,1.5,3.52,0.0
20200125:1430,68.81,110.82,4.02,14.25,1.4,3.66,0.0
20200125:1530,203.1,160.82,6.92,21.63,1.95,5.24,0.0
20200125:1630,220.98,184.18,8.16,26.83,2.43,5.59,0.0
20200125:1730,204.58,235.72,9.6,29.24,3.01,4.83,0.0
20200125:1830,10.4,153.01,5.35,28.54,3.44,4.69,0.0
20200125:1930,25.77,108.21,3.95,24.81,3.82,4.83,0.0
20200125:2030,29.6,95.51,3.48,18.55,3.05,4.21,0.0
20200125:2130,1.37,51.93,1.79,10.39,2.23,4.14,0.0
20200125:2230,0.0,6.71,0.25,0.89,1.51,4.34,0.0
20200125:2330,0.0,0.0,0.0,0.0,0.91,4.41,0.0
20200126:0030,0.0,0.0,0.0,0.0,0.83,4.69,0.0
20200126:0130,0.0,0.0,0.0,0.0,0.82,4.76,0.0
20200126:0230,0.0,0.0,0.0,0.0,0.75,4.76,0.0
20200126:0330,0.0,0.0,0.0,0.0,0.69,4.76,0.0
20200126:0430,0.0,0.0,0.0,0.0,0.52,4.69,0.0
20200126:0530,0.0,0.0,0.0,0.0,0.37,4.76,0.0
20200126:0630,0.0,0.0,0.0,0.0,0.3,4.83,0.0
20200126:0730,0.0,0.0,0.0,0.0,0.08,4.97,0.0
20200126:0830,0.0,0.0,0.0,0.0,0.02,4.69,0.0
20200126:0930,0.0,0.0,0.0,0.0,0.03,4.41,0.0
20200126:1030,0.0,0.0,0.0,0.0,0.13,4.14,0.0
20200126:1130,0.0,0.0,0.0,0.0,0.23,3.93,0.0
20200126:1230,0.0,0.0,0.0,-4.63,0.24,3.86,0.0
20200126:1330,3.18,20.89,0.72,5.43,0.3,4.07,0.0
20200126:1430,17.13,74.89,2.66,14.42,0.6,4.28,0.0
20200126:1530,33.48,116.5,4.26,21.83,1.21,5.59,0.0
20200126:1630,26.46,137.52,4.96,27.05,1.66,5.52,0.0
20200126:1730,14.75,124.73,4.43,29.49,2.02,6.07,0.0
20200126:1830,10.92,112.71,3.98,28.79,2.04,6.62,0.0
20200126:1930,4.42,109.68,3.81,25.06,2.07,6.14,0.0
20200126:2030,9.35,80.51,2.84,18.8,2.24,6.48,0.0
20200126:2130,5.52,33.43,1.18,10.62,2.11,5.86,0.0
20200126:2230,0.0,4.0,0.15,1.1,1.64,5.38,0.0
20200126:2330,0.0,0.0,0.0,0.0,1.26,5.17,0.0
20200127:0030,0.0,0.0,0.0,0.0,1.1,5.03,0.0
20200127:0130,0.0,0.0,0.0,0.0,0.95,4.76,0.0
20200127:0230,0.0,0.0,0.0,0.0,0.9,4.41,0.0
20200127:0330,0.0,0.0,0.0,0.0,0.8,4.14,0.0
20200127:0430,0.0,0.0,0.0,0.0,0.67,3.93,0.0
20200127:0530,0.0,0.0,0.0,0.0,0.58,3.79,0.0
20200127:0630,0.0,0.0,0.0,0.0,0.39,3.59,0.0
20200127:0730,0.0,0.0,0.0,0.0,0.16,3.66,0.0
20200127:0830,0.0,0.0,0.0,0.0,-0.01,3.31,0.0
20200127:0930,0.0,0.0,0.0,0.0,-0.24,3.1,0.0
20200127:1030,0.0,0.0,0.0,0.0,-0.54,2.97,0.0
20200127:1130,0.0,0.0,0.0,0.0,-0.82,2.83,0.0
20200127:1230,0.0,0.0,0.0,-4.5,-0.64,2.76,0.0
20200127:1330,22.32,28.1,1.0,5.58,-0.48,2.62,0.0
20200127:1430,79.2,86.02,3.39,14.59,0.13,2.41,0.0
20200127:1530,34.49,101.77,3.79,22.03,0.81,3.38,0.0
20200127:1630,33.44,117.13,4.36,27.28,1.08,3.17,0.0
20200127:1730,26.01,141.77,5.12,29.74,1.3,3.03,0.0
20200127:1830,59.88,159.39,6.02,29.05,1.61,3.17,0.0
20200127:1930,7.13,137.96,4.8,25.32,2.65,3.45,0.0
20200127:2030,39.02,100.47,3.73,19.04,2.96,3.38,0.0
20200127:2130,16.11,52.54,1.87,10.85,3.05,3.31,0.0
20200127:2230,0.0,7.06,0.27,1.32,2.9,2.83,0.0
20200127:2330,0.0,0.0,0.0,0.0,2.35,2.41,0.0
20200128:0030,0.0,0.0,0.0,0.0,1.85,2.28,0.0
20200128:0130,0.0,0.0,0.0,0.0,1.49,2.14,0.0
20200128:0230,0.0,0.0,0.0,0.0,1.33,2.0,0.0
20200128:0330,0.0,0.0,0.0,0.0,1.15,1.93,0.0
20200128:0430,0.0,0.0,0.0,0.0,0.89,2.0,0.0
20200128:0530,0.0,0.0,0.0,0.0,0.74,2.07,0.0
20200128:0630,0.0,0.0,0.0,0.0,0.41,2.28,0.0
20200128:0730,0.0,0.0,0.0,0.0,0.55,2.9,0.0
20200128:0830,0.0,0.0,0.0,0.0,0.42,2.83,0.0
20200128:0930,0.0,0.0,0.0,0.0,0.11,2.83,0.0
20200128:1030,0.0,0.0,0.0,0.0,-0.26,2.9,0.0
20200128:1130,0.0,0.0,0.0,0.0,-0.17,2.83,0.0
20200128:1230,0.0,0.0,0.0,-4.36,-0.46,2.62,0.0
20200128:1330,69.35,28.82,1.14,5.74,-0.45,2.48,0.0
20200128:1430,54.66,83.24,3.16,14.77,-0.06,2.41,0.0
20200128:1530,61.73,95.91,3.86,22.24,0.85,2.97,0.0
20200128:1630,35.18,114.92,4.31,27.52,1.39,2.55,0.0
20200128:1730,12.43,118.02,4.19,30.0,1.79,2.28,0.0
20200128:1830,33.37,141.83,5.2,29.32,2.04,2.28,0.0
20200128:1930,16.78,124.65,4.43,25.58,2.69,3.17,0.0
20200128:2030,27.33,64.83,2.48,19.29,2.68,3.17,0.0
20200128:2130,16.96,35.34,1.32,11.09,2.44,2.9,0.0
20200128:2230,0.0,4.31,0.16,1.54,1.99,2.34,0.0
20200128:2330,0.0,0.0,0.0,0.0,1.43,2.14,0.0
20200129:0030,0.0,0.0,0.0,0.0,0.64,2.0,0.0
20200129:0130,0.0,0.0,0.0,0.0,0.3,1.72,0.0
20200129:0230,0.0,0.0,0.0,0.0,-0.04,1.45,0.0
20200129:0330,0.0,0.0,0.0,0.0,-0.42,1.38,0.0
20200129:0430,0.0,0.0,0.0,0.0,-0.66,1.31,0.0
20200129:0530,0.0,0.0,0.0,0.0,-0.95,1.38,0.0
20200129:0630,0.0,0.0,0.0,0.0,-1.18,1.38,0.0
20200129:0730,0.0,0.0,0.0,0.0,-1.13,1.24,0.0
20200129:0830,0.0,0.0,0.0,0.0,-1.42,0.97,0.0
20200129:0930,0.0,0.0,0.0,0.0,-1.57,1.1,0.0
20200129:1030,0.0,0.0,0.0,0.0,-1.59,1.52,0.0
20200129:1130,0.0,0.0,0.0,0.0,-1.7,1.79,0.0
20200129:1230,0.0,0.0,0.0,-4.22,-1.68,1.86,0.0
20200129:1330,40.47,32.53,1.16,5.9,-1.48,1.72,0.0
20200129:1430,95.66,98.67,3.89,14.96,-1.02,1.52,0.0
20200129:1530,149.07,175.31,6.99,22.46,-0.1,2.14,0.0
20200129:1630,174.24,185.3,7.86,27.76,0.64,1.93,0.0
20200129:1730,127.24,167.32,6.99,30.26,0.95,1.86,0.0
20200129:1830,79.67,156.13,6.13,29.59,0.97,1.86,0.0
20200129:1930,64.66,144.03,5.51,25.85,0.75,2.48,0.0
20200129:2030,49.79,101.16,3.85,19.54,0.67,2.83,0.0
20200129:2130,26.94,46.6,1.75,11.32,0.36,2.9,0.0
20200129:2230,0.0,6.94,0.26,1.77,-0.06,2.62,0.0
20200129:2330,0.0,0.0,0.0,0.0,-0.82,2.07,0.0
20200130:0030,0.0,0.0,0.0,0.0,-0.95,1.72,0.0
20200130:0130,0.0,0.0,0.0,0.0,-1.16,1.45,0.0
20200130:0230,0.0,0.0,0.0,0.0,-1.29,1.38,0.0
20200130:0330,0.0,0.0,0.0,0.0,-1.3,1.17,0.0
20200130:0430,0.0,0.0,0.0,0.0,-1.46,1.03,0.0
20200130:0530,0.0,0.0,0.0,0.0,-1.48,0.97,0.0
20200130:0630,0.0,0.0,0.0,0.0,-1.83,1.17,0.0
20200130:0730,0.0,0.0,0.0,0.0,-2.05,1.24,0.0
20200130:0830,0.0,0.0,0.0,0.0,-2.08,1.1,0.0
20200130:0930,0.0,0.0,0.0,0.0,-2.21,1.17,0.0
20200130:1030,0.0,0.0,0.0,0.0,-2.11,1.24,0.0
20200130:1130,0.0,0.0,0.0,0.0,-1.98,1.1,0.0
20200130:1230,0.0,0.0,0.0,-4.06,-2.08,0.9,0.0
20200130:1330,32.42,39.07,1.34,6.07,-2.25,1.1,0.0
20200130:1430,107.39,99.34,4.02,15.16,-1.43,1.1,0.0
20200130:1530,157.87,153.73,6.49,22.68,-0.65,0.83,0.0
20200130:1630,112.01,174.91,6.98,28.01,0.11,0.83,0.0
20200130:1730,57.43,180.58,6.72,30.53,0.52,1.03,0.0
20200130:1830,165.68,173.18,7.56,29.86,0.75,1.1,0.0
20200130:1930,145.58,155.1,6.63,26.12,0.85,1.1,0.0
20200130:2030,125.05,96.53,4.4,19.8,0.89,0.83,0.0
20200130:2130,29.36,56.68,2.09,11.56,0.67,0.55,0.0
20200130:2230,0.0,8.48,0.29,1.99,0.44,0.9,0.0
20200130:2330,0.0,0.0,0.0,0.0,-0.17,1.45,0.0
20200131:0030,0.0,0.0,0.0,0.0,-0.57,1.45,0.0
20200131:0130,0.0,0.0,0.0,0.0,-0.88,1.52,0.0
20200131:0230,0.0,0.0,0.0,0.0,-1.09,1.66,0.0
20200131:0330,0.0,0.0,0.0,0.0,-1.15,1.66,0.0
20200131:0430,0.0,0.0,0.0,0.0,-1.3,1.52,0.0
20200131:0530,0.0,0.0,0.0,0.0,-1.39,1.38,0.0
20200131:0630,0.0,0.0,0.0,0.0,-1.38,1.31,0.0
20200131:0730,0.0,0.0,0.0,0.0,-1.14,1.24,0.0
20200131:0830,0.0,0.0,0.0,0.0,-1.23,1.03,0.0
20200131:0930,0.0,0.0,0.0,0.0,-1.6,0.97,0.0
20200131:1030,0.0,0.0,0.0,0.0,-1.76,0.97,0.0
20200131:1130,0.0,0.0,0.0,0.0,-1.68,1.03,0.0
20200131:1230,0.0,0.0,0.0,-3.91,-1.91,1.24,0.0
20200131:1330,1.97,28.45,0.98,6.25,-1.86,1.03,0.0
20200131:1430,8.9,84.47,2.95,15.35,-1.13,1.03,0.0
20200131:1530,28.68,149.04,5.32,22.9,-0.31,1.45,0.0
20200131:1630,87.6,190.84,7.27,28.26,0.25,1.45,0.0
20200131:1730,143.07,258.2,9.9,30.8,0.79,1.24,0.0
20200131:1830,130.89,245.55,9.39,30.14,1.45,1.1,0.0
20200131:1930,150.13,192.23,7.77,26.39,1.79,0.76,0.0
20200131:2030,97.79,137.86,5.38,20.06,2.12,1.17,0.0
20200131:2130,49.35,69.73,2.61,11.81,2.12,1.38,0.0
20200131:2230,0.0,9.12,0.31,2.22,1.97,1.17,0.0
20200131:2330,0.0,0.0,0.0,0.0,1.32,1.1,0.0
20200201:0030,0.0,0.0,0.0,0.0,0.46,1.24,0.0
20200201:0130,0.0,0.0,0.0,0.0,0.04,1.31,0.0
20200201:0230,0.0,0.0,0.0,0.0,-0.34,1.45,0.0
20200201:0330,0.0,0.0,0.0,0.0,-0.61,1.45,0.0
20200201:0430,0.0,0.0,0.0,0.0,-0.7,1.24,0.0
20200201:0530,0.0,0.0,0.0,0.0,-0.91,1.31,0.0
20200201:0630,0.0,0.0,0.0,0.0,-1.18,1.38,0.0
20200201:0730,0.0,0.0,0.0,0.0,-1.15,1.1,0.0
20200201:0830,0.0,0.0,0.0,0.0,-1.2,0.97,0.0
20200201:0930,0.0,0.0,0.0,0.0,-1.28,1.1,0.0
20200201:1030,0.0,0.0,0.0,0.0,-1.24,1.24,0.0
20200201:1130,0.0,0.0,0.0,0.0,-1.24,1.38,0.0
20200201:1230,0.0,0.0,0.0,-3.75,-1.5,1.72,0.0
20200201:1330,11.85,28.75,1.01,6.43,-1.21,2.07,0.0
20200201:1430,59.84,93.26,3.56,15.56,-0.43,2.28,0.0
20200201:1530,198.46,153.61,6.94,23.14,0.75,2.69,0.0
20200201:1630,143.38,149.1,6.58,28.52,1.96,3.24,0.0
20200201:1730,65.55,185.32,6.97,31.08,2.57,4.07,0.0
20200201:1830,46.02,138.06,5.23,30.43,3.15,4.76,0.0
20200201:1930,62.22,158.77,5.99,26.67,3.23,5.31,0.0
20200201:2030,56.77,95.22,3.76,20.32,3.81,5.86,0.0
20200201:2130,2.14,43.9,1.52,12.05,3.86,5.24,0.0
20200201:2230,44.04,8.26,0.39,2.45,3.48,5.03,0.0
20200201:2330,0.0,0.0,0.0,0.0,2.93,5.38,0.0
20200202:0030,0.0,0.0,0.0,0.0,2.63,5.31,0.0
20200202:0130,0.0,0.0,0.0,0.0,2.22,5.17,0.0
20200202:0230,0.0,0.0,0.0,0.0,1.88,5.45,0.0
20200202:0330,0.0,0.0,0.0,0.0,1.42,5.17,0.0
20200202:0430,0.0,0.0,0.0,0.0,1.06,4.83,0.0
20200202:0530,0.0,0.0,0.0,0.0,0.85,4.76,0.0
20200202:0630,0.0,0.0,0.0,0.0,0.62,4.55,0.0
20200202:0730,0.0,0.0,0.0,0.0,0.47,4.28,0.0
20200202:0830,0.0,0.0,0.0,0.0,0.35,4.28,0.0
20200202:0930,0.0,0.0,0.0,0.0,0.37,4.41,0.0
20200202:1030,0.0,0.0,0.0,0.0,0.52,4.69,0.0
20200202:1130,0.0,0.0,0.0,0.0,0.78,5.72,0.0
20200202:1230,0.0,0.0,0.0,-3.58,1.44,6.62,0.0
20200202:1330,176.83,47.4,2.19,6.61,1.82,6.83,0.0
